False_Positive_Rate,True_Positive_Rate
0.11271428571428571,0.785
0.113,0.785
0.113,0.7865
0.11328571428571428,0.7865
0.11328571428571428,0.787
0.11371428571428571,0.787
0.11371428571428571,0.788
0.114,0.788
0.114,0.7885
0.11457142857142857,0.7885
0.11457142857142857,0.7895
0.115,0.7895
0.115,0.79
0.11514285714285714,0.79
0.11514285714285714,0.791
0.11585714285714285,0.791
0.11585714285714285,0.7915
0.11614285714285714,0.7915
0.11614285714285714,0.792
0.11642857142857142,0.792
0.11642857142857142,0.7925
0.11657142857142858,0.7925
0.11657142857142858,0.794
0.117,0.794
0.117,0.795
0.11742857142857142,0.795
0.11742857142857142,0.7955
0.11757142857142858,0.7955
0.11757142857142858,0.796
0.11771428571428572,0.796
0.11771428571428572,0.7965
0.11828571428571429,0.7965
0.11828571428571429,0.797
0.11842857142857142,0.797
0.11842857142857142,0.7985
0.11857142857142858,0.7985
0.11857142857142858,0.799
0.11871428571428572,0.799
0.11871428571428572,0.7995
0.119,0.7995
0.119,0.8
0.11914285714285715,0.8
0.11914285714285715,0.8005
0.11957142857142856,0.8005
0.11957142857142856,0.8015
0.12,0.8015
0.12,0.802
0.12057142857142857,0.802
0.12057142857142857,0.8045
0.12114285714285715,0.8045
0.12114285714285715,0.805
0.12128571428571429,0.805
0.12128571428571429,0.8055
0.12142857142857143,0.8055
0.12142857142857143,0.806
0.12157142857142857,0.806
0.12157142857142857,0.8065
0.12171428571428572,0.8065
0.12171428571428572,0.807
0.12185714285714286,0.807
0.12185714285714286,0.8075
0.12257142857142857,0.8075
0.12257142857142857,0.808
0.12314285714285714,0.808
0.12314285714285714,0.8085
0.12342857142857143,0.8085
0.12342857142857143,0.809
0.12385714285714286,0.809
0.12385714285714286,0.8095
0.124,0.8095
0.124,0.81
0.12428571428571429,0.81
0.12428571428571429,0.8105
0.12485714285714286,0.8105
0.12485714285714286,0.811
0.12514285714285714,0.811
0.12514285714285714,0.8115
0.12571428571428572,0.8115
0.12571428571428572,0.813
0.126,0.813
0.126,0.8135
0.12657142857142858,0.8135
0.12657142857142858,0.814
0.12685714285714286,0.814
0.12685714285714286,0.8155
0.127,0.8155
0.127,0.816
0.12771428571428572,0.816
0.12771428571428572,0.818
0.12785714285714286,0.818
0.12785714285714286,0.8185
0.12857142857142856,0.8185
0.12857142857142856,0.819
0.12885714285714286,0.819
0.12885714285714286,0.82
0.12928571428571428,0.82
0.12928571428571428,0.8205
0.12942857142857142,0.8205
0.12942857142857142,0.8225
0.12957142857142856,0.8225
0.12957142857142856,0.823
0.13085714285714287,0.823
0.13085714285714287,0.8235
0.13114285714285714,0.8235
0.13114285714285714,0.824
0.13128571428571428,0.824
0.13128571428571428,0.8255
0.13185714285714287,0.8255
0.13185714285714287,0.8265
0.13214285714285715,0.8265
0.13214285714285715,0.8275
0.13228571428571428,0.8275
0.13228571428571428,0.828
0.13242857142857142,0.828
0.13242857142857142,0.8285
0.13257142857142856,0.8285
0.13257142857142856,0.829
0.1327142857142857,0.829
0.1327142857142857,0.8295
0.13285714285714287,0.8295
0.13285714285714287,0.83
0.133,0.83
0.133,0.8305
0.13314285714285715,0.8305
0.13314285714285715,0.833
0.13328571428571429,0.833
